-1,-40
0,-38.125
0.01,-35
0.02,-30.3125
0.03,-25.625
0.04,-20.3125
0.05,-14.0625
0.056603774,-7.5
0.075471698,-1.25
0.113207547,6.5625
0.132075472,13.75
0.150943396,21.5625
0.150943396,28.75
0.20754717,34.6875
0.245283019,39.375
0.283018868,41.5625
0.358490566,36.5625
0.339622642,33.4375
0.396226415,29.375
0.433962264,24.6875
0.471698113,20.625
0.490566038,17.1875
0.509433962,13.125
0.528301887,10.9375
0.547169811,15
0.566037736,9.0625
0.58490566,7.8125
0.603773585,6.875
0.622641509,5.625
0.622641509,4.6875
0.660377358,3.4375
0.716981132,1.875
0.735849057,0.9375
0.735849057,-2.5
0.754716981,-5
0.773584906,-7.5
0.79245283,-10.3125
0.811320755,-12.8125
0.830188679,-15.9375
0.830188679,-19.375
0.849056604,-22.1875
0.886792453,-25.3125
0.886792453,-28.75
0.924528302,-32.1875
0.924528302,-35.625
0.943396226,-38.75
0.962264151,-41.25
1.018867925,-43.75
1.056603774,-40
1.056603774,-37.5
1.113207547,-32.8125
1.113207547,-28.125
1.150943396,-22.8125
1.169811321,-17.1875
1.188679245,-10.625
1.150943396,-4.0625
1.226415094,3.125
1.245283019,10.625
1.245283019,18.125
1.283018868,25.625
1.301886792,31.875
1.320754717,35.9375
1.358490566,38.75
1.377358491,33.125
1.41509434,30
1.433962264,26.875
1.452830189,23.75
1.471698113,20.3125
1.471698113,16.875
1.509433962,14.375
1.509433962,11.875
1.509433962,9.0625
1.547169811,6.875
1.547169811,5
1.547169811,2.5
1.566037736,4.26E-14
1.58490566,-2.8125
1.603773585,-5
1.622641509,-7.5
1.679245283,-9.375
1.698113208,-12.5
1.698113208,-15.625
1.716981132,-17.8125
1.754716981,-20.3125
1.754716981,-23.125
1.773584906,-26.25
1.79245283,-29.0625
1.811320755,-31.5625
1.830188679,-33.75
1.849056604,-36.5625
1.867924528,-39.375
1.886792453,-41.875
1.905660377,-44.0625
1.943396226,-40.625
2,-36.25
2.037735849,-32.5
2.018867925,-27.5
2.056603774,-22.5
2.056603774,-16.5625
2.075471698,-10.625
2.094339623,-4.0625
2.113207547,2.8125
2.132075472,10.3125
2.169811321,18.4375
2.226415094,25.3125
2.283018868,31.25
2.320754717,35.9375
2.358490566,39.6875
2.396226415,36.25
2.41509434,33.75
2.433962264,31.25
2.433962264,28.4375
2.433962264,25.9375
2.452830189,22.8125
2.471698113,20.3125
2.471698113,16.875
2.509433962,13.75
2.509433962,11.875
2.509433962,9.375
2.547169811,7.8125
2.528301887,5.9375
2.547169811,4.0625
2.566037736,2.1875
2.603773585,4.26E-14
2.679245283,-3.125
2.679245283,-6.875
2.698113208,-10
2.716981132,-13.125
2.735849057,-16.25
2.754716981,-20.3125
2.773584906,-26.25
2.79245283,-31.5625
2.79245283,-35.9375
2.811320755,-40
2.830188679,-42.8125
2.849056604,-39.6875
2.867924528,-37.1875
2.849056604,-33.75
2.905660377,-28.75
2.981132075,-24.375
2.981132075,-17.8125
3,-12.1875
3.037735849,-5.625
3.037735849,1.25
3.056603774,8.75
3.075471698,15.9375
3.094339623,23.4375
3.113207547,30.625
3.150943396,36.5625
3.188679245,40.9375
3.20754717,42.5
3.283018868,38.75
3.339622642,35
3.339622642,31.5625
3.377358491,28.4375
3.396226415,25
3.433962264,22.1875
3.433962264,19.0625
3.452830189,15.9375
3.452830189,13.125
3.490566038,10.3125
3.509433962,8.4375
3.528301887,5.9375
3.528301887,3.125
3.528301887,0.9375
3.58490566,-2.1875
3.641509434,-5.9375
3.641509434,-9.375
3.660377358,-14.375
3.679245283,-18.75
3.698113208,-25
3.716981132,-30.3125
3.735849057,-35.625
3.754716981,-40
3.773584906,-42.1875
3.79245283,-43.4375
3.79245283,-38.75
3.830188679,-35.3125
3.830188679,-30
3.867924528,-26.25
3.867924528,-19.6875
3.905660377,-13.4375
3.962264151,-6.875
3.981132075,4.26E-14
4,7.8125
4,15.3125
4.037735849,22.5
4.056603774,30
4.056603774,35
4.075471698,38.75
4.094339623,35.9375
4.113207547,32.5
4.150943396,29.6875
4.20754717,25.9375
4.264150943,21.5625
4.283018868,17.1875
4.339622642,14.0625
4.358490566,10.3125
4.396226415,7.5
4.41509434,5.3125
4.433962264,2.5
4.452830189,-0.3125
